	ensembl_gene_id	external_gene_name	description
10824	ENSG00000130529	TRPM4	transient receptor potential cation channel subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:17993]
10825	ENSG00000185250	PPIL6	peptidylprolyl isomerase like 6 [Source:HGNC Symbol;Acc:HGNC:21557]
10826	ENSG00000156113	KCNMA1	potassium calcium-activated channel subfamily M alpha 1 [Source:HGNC Symbol;Acc:HGNC:6284]
10827	ENSG00000126603	GLIS2	GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450]
10828	ENSG00000023287	RB1CC1	RB1 inducible coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:15574]
10829	ENSG00000116641	DOCK7	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]
10830	ENSG00000217930	PAM16	presequence translocase associated motor 16 [Source:HGNC Symbol;Acc:HGNC:29679]
10831	ENSG00000144843	ADPRH	ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]
10832	ENSG00000136936	XPA	XPA, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12814]
10833	ENSG00000165802	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:HGNC Symbol;Acc:HGNC:29843]
10834	ENSG00000042493	CAPG	capping actin protein, gelsolin like [Source:HGNC Symbol;Acc:HGNC:1474]
10835	ENSG00000006837	CDKL3	cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483]
10836	ENSG00000196562	SULF2	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]
10837	ENSG00000075429	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:1409]
10838	ENSG00000103426	CORO7-PAM16	CORO7-PAM16 readthrough [Source:HGNC Symbol;Acc:HGNC:44424]
10839	ENSG00000011052	NME1-NME2	NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]
10840	ENSG00000152977	ZIC1	Zic family member 1 [Source:HGNC Symbol;Acc:HGNC:12872]
10841	ENSG00000165078	CPA6	carboxypeptidase A6 [Source:HGNC Symbol;Acc:HGNC:17245]
10842	ENSG00000185345	PRKN	parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]
10843	ENSG00000114013	CD86	CD86 molecule [Source:HGNC Symbol;Acc:HGNC:1705]
10844	ENSG00000151502	VPS26B	VPS26, retromer complex component B [Source:HGNC Symbol;Acc:HGNC:28119]
10845	ENSG00000189050	RNFT1	ring finger protein, transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:30206]
10846	ENSG00000165521	EML5	EMAP like 5 [Source:HGNC Symbol;Acc:HGNC:18197]
10847	ENSG00000155087	ODF1	outer dense fiber of sperm tails 1 [Source:HGNC Symbol;Acc:HGNC:8113]
10848	ENSG00000010818	HIVEP2	HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]
10849	ENSG00000139218	SCAF11	SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]
10850	ENSG00000262246	CORO7	coronin 7 [Source:HGNC Symbol;Acc:HGNC:26161]
10851	ENSG00000169609	C15orf40	chromosome 15 open reading frame 40 [Source:HGNC Symbol;Acc:HGNC:28443]
10852	ENSG00000164932	CTHRC1	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]
10853	ENSG00000171643	S100Z	S100 calcium binding protein Z [Source:HGNC Symbol;Acc:HGNC:30367]
10854	ENSG00000172403	SYNPO2	synaptopodin 2 [Source:HGNC Symbol;Acc:HGNC:17732]
10855	ENSG00000112972	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1 [Source:HGNC Symbol;Acc:HGNC:5007]
10856	ENSG00000175792	RUVBL1	RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]
10857	ENSG00000121068	TBX2	T-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11597]
10858	ENSG00000167618	LAIR2	leukocyte associated immunoglobulin like receptor 2 [Source:HGNC Symbol;Acc:HGNC:6478]
10859	ENSG00000203872	C6orf163	chromosome 6 open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:21403]
10860	ENSG00000164758	MED30	mediator complex subunit 30 [Source:HGNC Symbol;Acc:HGNC:23032]
10861	ENSG00000140598	EFL1	elongation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25789]
10862	ENSG00000112378	PERP	p53 apoptosis effector related to PMP22 [Source:HGNC Symbol;Acc:HGNC:17637]
10863	ENSG00000204361	NXPE2	neurexophilin and PC-esterase domain family member 2 [Source:HGNC Symbol;Acc:HGNC:26331]
10864	ENSG00000111962	UST	uronyl 2-sulfotransferase [Source:HGNC Symbol;Acc:HGNC:17223]
10865	ENSG00000197798	FAM118B	family with sequence similarity 118 member B [Source:HGNC Symbol;Acc:HGNC:26110]
10866	ENSG00000146276	GABRR1	gamma-aminobutyric acid type A receptor subunit rho1 [Source:HGNC Symbol;Acc:HGNC:4090]
10867	ENSG00000171195	MUC7	mucin 7, secreted [Source:HGNC Symbol;Acc:HGNC:7518]
10868	ENSG00000108984	MAP2K6	mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]
10869	ENSG00000176531	PHLDB3	pleckstrin homology like domain family B member 3 [Source:HGNC Symbol;Acc:HGNC:30499]
10870	ENSG00000131711	MAP1B	microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]
10871	ENSG00000164754	RAD21	RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]
10872	ENSG00000164099	PRSS12	serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]
10873	ENSG00000173611	SCAI	suppressor of cancer cell invasion [Source:HGNC Symbol;Acc:HGNC:26709]
10874	ENSG00000139154	AEBP2	AE binding protein 2 [Source:HGNC Symbol;Acc:HGNC:24051]
10875	ENSG00000131019	ULBP3	UL16 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:14895]
10876	ENSG00000164414	SLC35A1	solute carrier family 35 member A1 [Source:HGNC Symbol;Acc:HGNC:11021]
10877	ENSG00000138653	NDST4	N-deacetylase and N-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:20779]
10878	ENSG00000165533	TTC8	tetratricopeptide repeat domain 8 [Source:HGNC Symbol;Acc:HGNC:20087]
10879	ENSG00000198829	SUCNR1	succinate receptor 1 [Source:HGNC Symbol;Acc:HGNC:4542]
10880	ENSG00000168883	USP39	ubiquitin specific peptidase 39 [Source:HGNC Symbol;Acc:HGNC:20071]
10881	ENSG00000120329	SLC25A2	solute carrier family 25 member 2 [Source:HGNC Symbol;Acc:HGNC:22921]
10882	ENSG00000065518	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4 [Source:HGNC Symbol;Acc:HGNC:7699]
10883	ENSG00000181666	ZNF875	zinc finger protein 875 [Source:HGNC Symbol;Acc:HGNC:4928]
10884	ENSG00000196547	MAN2A2	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]
10885	ENSG00000101440	ASIP	agouti signaling protein [Source:HGNC Symbol;Acc:HGNC:745]
10886	ENSG00000164404	GDF9	growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]
10887	ENSG00000145390	USP53	ubiquitin specific peptidase 53 [Source:HGNC Symbol;Acc:HGNC:29255]
10888	ENSG00000125522	NPBWR2	neuropeptides B and W receptor 2 [Source:HGNC Symbol;Acc:HGNC:4530]
10889	ENSG00000188909	BSX	brain specific homeobox [Source:HGNC Symbol;Acc:HGNC:20450]
10890	ENSG00000172264	MACROD2	mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]
10891	ENSG00000114107	CEP70	centrosomal protein 70 [Source:HGNC Symbol;Acc:HGNC:29972]
10892	ENSG00000154529	CNTNAP3B	contactin associated protein family member 3B [Source:HGNC Symbol;Acc:HGNC:32035]
10893	ENSG00000154217	PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045]
10894	ENSG00000283782		novel protein
10895	ENSG00000288661		novel protein
10896	ENSG00000154143	PANX3	pannexin 3 [Source:HGNC Symbol;Acc:HGNC:20573]
10897	ENSG00000164283	ESM1	endothelial cell specific molecule 1 [Source:HGNC Symbol;Acc:HGNC:3466]
10898	ENSG00000169057	MECP2	methyl-CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990]
10899	ENSG00000154133	ROBO4	roundabout guidance receptor 4 [Source:HGNC Symbol;Acc:HGNC:17985]
10900	ENSG00000181444	ZNF467	zinc finger protein 467 [Source:HGNC Symbol;Acc:HGNC:23154]
10901	ENSG00000145708	CRHBP	corticotropin releasing hormone binding protein [Source:HGNC Symbol;Acc:HGNC:2356]
10902	ENSG00000080845	DLGAP4	DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]
10903	ENSG00000154229	PRKCA	protein kinase C alpha [Source:HGNC Symbol;Acc:HGNC:9393]
10904	ENSG00000051620	HEBP2	heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]
10905	ENSG00000121039	RDH10	retinol dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:19975]
10906	ENSG00000186591	UBE2H	ubiquitin conjugating enzyme E2 H [Source:HGNC Symbol;Acc:HGNC:12484]
10907	ENSG00000168421	RHOH	ras homolog family member H [Source:HGNC Symbol;Acc:HGNC:686]
10908	ENSG00000125740	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]
10909	ENSG00000131016	AKAP12	A-kinase anchoring protein 12 [Source:HGNC Symbol;Acc:HGNC:370]
10910	ENSG00000164961	WASHC5	WASH complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:28984]
10911	ENSG00000174136	RGMB	repulsive guidance molecule BMP co-receptor b [Source:HGNC Symbol;Acc:HGNC:26896]
10912	ENSG00000136040	PLXNC1	plexin C1 [Source:HGNC Symbol;Acc:HGNC:9106]
10913	ENSG00000203485	INF2	inverted formin 2 [Source:HGNC Symbol;Acc:HGNC:23791]
10914	ENSG00000155918	RAET1L	retinoic acid early transcript 1L [Source:HGNC Symbol;Acc:HGNC:16798]
10915	ENSG00000151882	CCL28	C-C motif chemokine ligand 28 [Source:HGNC Symbol;Acc:HGNC:17700]
10916	ENSG00000168256	NKIRAS2	NFKB inhibitor interacting Ras like 2 [Source:HGNC Symbol;Acc:HGNC:17898]
10917	ENSG00000103942	HOMER2	homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]
10918	ENSG00000112742	TTK	TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401]
10919	ENSG00000288642	CDR1	cerebellar degeneration related protein 1 [Source:HGNC Symbol;Acc:HGNC:1798]
10920	ENSG00000224902	GAGE12H	G antigen 12H [Source:HGNC Symbol;Acc:HGNC:31908]
10921	ENSG00000279686		novel transcript
10922	ENSG00000164512	ANKRD55	ankyrin repeat domain 55 [Source:HGNC Symbol;Acc:HGNC:25681]
10923	ENSG00000148019	CEP78	centrosomal protein 78 [Source:HGNC Symbol;Acc:HGNC:25740]
10924	ENSG00000166707	ZCCHC18	zinc finger CCHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:32459]
10925	ENSG00000125823	CSTL1	cystatin like 1 [Source:HGNC Symbol;Acc:HGNC:15958]
10926	ENSG00000178229	ZNF543	zinc finger protein 543 [Source:HGNC Symbol;Acc:HGNC:25281]
10927	ENSG00000106278	PTPRZ1	protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]
10928	ENSG00000149295	DRD2	dopamine receptor D2 [Source:HGNC Symbol;Acc:HGNC:3023]
10929	ENSG00000158639	PAGE5	PAGE family member 5 [Source:HGNC Symbol;Acc:HGNC:29992]
10930	ENSG00000125846	ZNF133	zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917]
10931	ENSG00000187116	LILRA5	leukocyte immunoglobulin like receptor A5 [Source:HGNC Symbol;Acc:HGNC:16309]
10932	ENSG00000055813	CCDC85A	coiled-coil domain containing 85A [Source:HGNC Symbol;Acc:HGNC:29400]
10933	ENSG00000185515	BRCC3	BRCA1/BRCA2-containing complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:24185]
10934	ENSG00000145757	SPATA9	spermatogenesis associated 9 [Source:HGNC Symbol;Acc:HGNC:22988]
10935	ENSG00000138709	LARP1B	La ribonucleoprotein 1B [Source:HGNC Symbol;Acc:HGNC:24704]
10936	ENSG00000159556	ISL2	ISL LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18524]
10937	ENSG00000283758	PMIS2	PMIS2 transmembrane protein [Source:HGNC Symbol;Acc:HGNC:53649]
10938	ENSG00000105755	ETHE1	ETHE1 persulfide dioxygenase [Source:HGNC Symbol;Acc:HGNC:23287]
10939	ENSG00000147509	RGS20	regulator of G protein signaling 20 [Source:HGNC Symbol;Acc:HGNC:14600]
10940	ENSG00000228486	C2orf92	chromosome 2 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:49272]
10941	ENSG00000168140	VASN	vasorin [Source:HGNC Symbol;Acc:HGNC:18517]
10942	ENSG00000185305	ARL15	ADP ribosylation factor like GTPase 15 [Source:HGNC Symbol;Acc:HGNC:25945]
10943	ENSG00000103423	DNAJA3	DnaJ heat shock protein family (Hsp40) member A3 [Source:HGNC Symbol;Acc:HGNC:11808]
10944	ENSG00000185453	ZSWIM9	zinc finger SWIM-type containing 9 [Source:HGNC Symbol;Acc:HGNC:34495]
10945	ENSG00000006282	SPATA20	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]
10946	ENSG00000111046	MYF6	myogenic factor 6 [Source:HGNC Symbol;Acc:HGNC:7566]
10947	ENSG00000073417	PDE8A	phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]
10948	ENSG00000129455	KLK8	kallikrein related peptidase 8 [Source:HGNC Symbol;Acc:HGNC:6369]
10949	ENSG00000049883	PTCD2	pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:25734]
10950	ENSG00000120832	MTERF2	mitochondrial transcription termination factor 2 [Source:HGNC Symbol;Acc:HGNC:30779]
10951	ENSG00000188997	KCTD21	potassium channel tetramerization domain containing 21 [Source:HGNC Symbol;Acc:HGNC:27452]
10952	ENSG00000171561	OR2AT4	olfactory receptor family 2 subfamily AT member 4 [Source:HGNC Symbol;Acc:HGNC:19620]
10953	ENSG00000111142	METAP2	methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]
10954	ENSG00000181191	PJA1	praja ring finger ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:16648]
10955	ENSG00000165478	HEPACAM	hepatic and glial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:26361]
10956	ENSG00000088899	LZTS3	leucine zipper tumor suppressor family member 3 [Source:HGNC Symbol;Acc:HGNC:30139]
10957	ENSG00000125355	TMEM255A	transmembrane protein 255A [Source:HGNC Symbol;Acc:HGNC:26086]
10958	ENSG00000158089	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14 [Source:HGNC Symbol;Acc:HGNC:22946]
10959	ENSG00000034677	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:13432]
10960	ENSG00000110172	CHORDC1	cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525]
10961	ENSG00000125895	TMEM74B	transmembrane protein 74B [Source:HGNC Symbol;Acc:HGNC:15893]
10962	ENSG00000132670	PTPRA	protein tyrosine phosphatase receptor type A [Source:HGNC Symbol;Acc:HGNC:9664]
10963	ENSG00000163590	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L [Source:HGNC Symbol;Acc:HGNC:16381]
10964	ENSG00000049618	ARID1B	AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]
10965	ENSG00000278318	ZNF229	zinc finger protein 229 [Source:HGNC Symbol;Acc:HGNC:13022]
10966	ENSG00000163406	SLC15A2	solute carrier family 15 member 2 [Source:HGNC Symbol;Acc:HGNC:10921]
10967	ENSG00000269741		novel transcript
10968	ENSG00000160439	RDH13	retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]
10969	ENSG00000176406	RIMS2	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]
10970	ENSG00000103415	HMOX2	heme oxygenase 2 [Source:HGNC Symbol;Acc:HGNC:5014]
10971	ENSG00000068308	OTUD5	OTU deubiquitinase 5 [Source:HGNC Symbol;Acc:HGNC:25402]
10972	ENSG00000236543		novel beta-lactoglobulin-like protein
10973	ENSG00000148090	AUH	AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]
10974	ENSG00000005059	MCUB	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]
10975	ENSG00000119125	GDA	guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212]
10976	ENSG00000170627	GTSF1	gametocyte specific factor 1 [Source:HGNC Symbol;Acc:HGNC:26565]
10977	ENSG00000167555	ZNF528	zinc finger protein 528 [Source:HGNC Symbol;Acc:HGNC:29384]
10978	ENSG00000198856	OSTC	oligosaccharyltransferase complex non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:24448]
10979	ENSG00000031081	ARHGAP31	Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]
10980	ENSG00000087884	AAMDC	adipogenesis associated Mth938 domain containing [Source:HGNC Symbol;Acc:HGNC:30205]
10981	ENSG00000102387	TAF7L	TATA-box binding protein associated factor 7 like [Source:HGNC Symbol;Acc:HGNC:11548]
10982	ENSG00000125744	RTN2	reticulon 2 [Source:HGNC Symbol;Acc:HGNC:10468]
10983	ENSG00000151422	FER	FER tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3655]
10984	ENSG00000109182	CWH43	cell wall biogenesis 43 C-terminal homolog [Source:HGNC Symbol;Acc:HGNC:26133]
10985	ENSG00000061987	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:HGNC Symbol;Acc:HGNC:29177]
10986	ENSG00000058262	SEC61A1	SEC61 translocon subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:18276]
10987	ENSG00000244588	RAD21L1	RAD21 cohesin complex component like 1 [Source:HGNC Symbol;Acc:HGNC:16271]
10988	ENSG00000204025	TRPC5OS	TRPC5 opposite strand [Source:HGNC Symbol;Acc:HGNC:40593]
10989	ENSG00000165359	INTS6L	integrator complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:27334]
10990	ENSG00000106976	DNM1	dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]
10991	ENSG00000140398	NEIL1	nei like DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:18448]
10992	ENSG00000158435	CNOT11	CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217]
10993	ENSG00000205571	SMN2	survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]
10994	ENSG00000165495	PKNOX2	PBX/knotted 1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:16714]
10995	ENSG00000115353	TACR1	tachykinin receptor 1 [Source:HGNC Symbol;Acc:HGNC:11526]
10996	ENSG00000047457	CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]
10997	ENSG00000124203	ZNF831	zinc finger protein 831 [Source:HGNC Symbol;Acc:HGNC:16167]
10998	ENSG00000078699	CBFA2T2	CBFA2/RUNX1 partner transcriptional co-repressor 2 [Source:HGNC Symbol;Acc:HGNC:1536]
10999	ENSG00000164713	BRI3	brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]
11000	ENSG00000183023	SLC8A1	solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]
11001	ENSG00000164100	NDST3	N-deacetylase and N-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:7682]
11002	ENSG00000141540	TTYH2	tweety family member 2 [Source:HGNC Symbol;Acc:HGNC:13877]
11003	ENSG00000005889	ZFX	zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]
11004	ENSG00000165410	CFL2	cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875]
11005	ENSG00000227471	AKR1B15	aldo-keto reductase family 1 member B15 [Source:HGNC Symbol;Acc:HGNC:37281]
11006	ENSG00000176472	ZNF575	zinc finger protein 575 [Source:HGNC Symbol;Acc:HGNC:27606]
11007	ENSG00000169330	MINAR1	membrane integral NOTCH2 associated receptor 1 [Source:HGNC Symbol;Acc:HGNC:29172]
11008	ENSG00000172260	NEGR1	neuronal growth regulator 1 [Source:HGNC Symbol;Acc:HGNC:17302]
11009	ENSG00000213022	KLK9	kallikrein related peptidase 9 [Source:HGNC Symbol;Acc:HGNC:6370]
11010	ENSG00000179144	GIMAP7	GTPase, IMAP family member 7 [Source:HGNC Symbol;Acc:HGNC:22404]
11011	ENSG00000150961	SEC24D	SEC24 homolog D, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10706]
11012	ENSG00000169021	UQCRFS1	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 [Source:HGNC Symbol;Acc:HGNC:12587]
11013	ENSG00000243130	PSG11	pregnancy specific beta-1-glycoprotein 11 [Source:HGNC Symbol;Acc:HGNC:9516]
11014	ENSG00000157800	SLC37A3	solute carrier family 37 member 3 [Source:HGNC Symbol;Acc:HGNC:20651]
11015	ENSG00000185104	FAF1	Fas associated factor 1 [Source:HGNC Symbol;Acc:HGNC:3578]
11016	ENSG00000281991	TMEM265	transmembrane protein 265 [Source:HGNC Symbol;Acc:HGNC:51241]
11017	ENSG00000131979	GCH1	GTP cyclohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:4193]
11018	ENSG00000156873	PHKG2	phosphorylase kinase catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:8931]
11019	ENSG00000149564	ESAM	endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:17474]
11020	ENSG00000063127	SLC6A16	solute carrier family 6 member 16 [Source:HGNC Symbol;Acc:HGNC:13622]
11021	ENSG00000138032	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]
11022	ENSG00000140612	SEC11A	SEC11 homolog A, signal peptidase complex subunit [Source:HGNC Symbol;Acc:HGNC:17718]
11023	ENSG00000126752	SSX1	SSX family member 1 [Source:HGNC Symbol;Acc:HGNC:11335]
11024	ENSG00000061492	WNT8A	Wnt family member 8A [Source:HGNC Symbol;Acc:HGNC:12788]
11025	ENSG00000133195	SLC39A11	solute carrier family 39 member 11 [Source:HGNC Symbol;Acc:HGNC:14463]
11026	ENSG00000104388	RAB2A	RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9763]
11027	ENSG00000197779	ZNF81	zinc finger protein 81 [Source:HGNC Symbol;Acc:HGNC:13156]
11028	ENSG00000133884	DPF2	double PHD fingers 2 [Source:HGNC Symbol;Acc:HGNC:9964]
11029	ENSG00000080561	MID2	midline 2 [Source:HGNC Symbol;Acc:HGNC:7096]
11030	ENSG00000173926	MARCHF3	membrane associated ring-CH-type finger 3 [Source:HGNC Symbol;Acc:HGNC:28728]
11031	ENSG00000142396	ERVK3-1	endogenous retrovirus group K3 member 1 [Source:HGNC Symbol;Acc:HGNC:30466]
11032	ENSG00000189367	KIAA0408	KIAA0408 [Source:HGNC Symbol;Acc:HGNC:21636]
11033	ENSG00000181027	FKRP	fukutin related protein [Source:HGNC Symbol;Acc:HGNC:17997]
11034	ENSG00000066405	CLDN18	claudin 18 [Source:HGNC Symbol;Acc:HGNC:2039]
11035	ENSG00000126821	SGPP1	sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720]
11036	ENSG00000117480	FAAH	fatty acid amide hydrolase [Source:HGNC Symbol;Acc:HGNC:3553]
11037	ENSG00000135587	SMPD2	sphingomyelin phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:11121]
11038	ENSG00000146005	PSD2	pleckstrin and Sec7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19092]
11039	ENSG00000196118	CCDC189	coiled-coil domain containing 189 [Source:HGNC Symbol;Acc:HGNC:28078]
11040	ENSG00000288649	ACTL10	actin like 10 [Source:HGNC Symbol;Acc:HGNC:16127]
11041	ENSG00000147576	ADHFE1	alcohol dehydrogenase iron containing 1 [Source:HGNC Symbol;Acc:HGNC:16354]
11042	ENSG00000141198	TOM1L1	target of myb1 like 1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11983]
11043	ENSG00000120509	PDZD11	PDZ domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28034]
11044	ENSG00000138231	DBR1	debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594]
11045	ENSG00000054654	SYNE2	spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]
11046	ENSG00000112306	RPS12	ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10385]
11047	ENSG00000087460	GNAS	GNAS complex locus [Source:HGNC Symbol;Acc:HGNC:4392]
11048	ENSG00000221932	HEPN1	hepatocellular carcinoma, down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:34400]
11049	ENSG00000164411	GJB7	gap junction protein beta 7 [Source:HGNC Symbol;Acc:HGNC:16690]
11050	ENSG00000173193	PARP14	poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]
11051	ENSG00000176788	BASP1	brain abundant membrane attached signal protein 1 [Source:HGNC Symbol;Acc:HGNC:957]
